UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
priya       1617    1259    1617  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
priya       1617    1259    1624  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
priya       1617    1259    1625  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
priya       1617    1259    1627  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
priya       1617    1259    1628  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
priya       1617    1259    1630  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
priya       1638    1259    1638  0    5 17:56 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
priya       1638    1259    1646  0    5 17:56 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
priya       1638    1259    1647  0    5 17:56 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
priya       1638    1259    1650  0    5 17:56 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
priya       1638    1259    1651  0    5 17:56 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
priya       1641    1279    1641  0    3 17:56 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.3 /org/gtk/gvfs/exec_spaw/0
priya       1641    1279    1642  0    3 17:56 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.3 /org/gtk/gvfs/exec_spaw/0
priya       1641    1279    1644  0    3 17:56 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.3 /org/gtk/gvfs/exec_spaw/0
priya       1660    1259    1660  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-a11y-settings
priya       1660    1259    1665  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-a11y-settings
priya       1660    1259    1671  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-a11y-settings
priya       1660    1259    1684  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-a11y-settings
priya       1661    1259    1661  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-color
priya       1661    1259    1712  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-color
priya       1661    1259    1746  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-color
priya       1661    1259    1751  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-color
priya       1662    1259    1662  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-datetime
priya       1662    1259    1697  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-datetime
priya       1662    1259    1728  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-datetime
priya       1662    1259    1789  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-datetime
priya       1663    1259    1663  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-housekeeping
priya       1663    1259    1668  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-housekeeping
priya       1663    1259    1678  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-housekeeping
priya       1663    1259    1701  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-housekeeping
priya       1670    1259    1670  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-keyboard
priya       1670    1259    1704  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-keyboard
priya       1670    1259    1740  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-keyboard
priya       1670    1259    1748  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-keyboard
priya       1673    1259    1673  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-media-keys
priya       1673    1259    1722  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-media-keys
priya       1673    1259    1726  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-media-keys
priya       1673    1259    1785  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-media-keys
priya       1679    1259    1679  0    5 17:56 ?        00:00:00 /usr/libexec/gsd-power
priya       1679    1259    1724  0    5 17:56 ?        00:00:00 /usr/libexec/gsd-power
priya       1679    1259    1738  0    5 17:56 ?        00:00:00 /usr/libexec/gsd-power
priya       1679    1259    1792  0    5 17:56 ?        00:00:00 /usr/libexec/gsd-power
priya       1679    1259    7634  0    5 18:38 ?        00:00:00 /usr/libexec/gsd-power
priya       1682    1259    1682  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-print-notifications
priya       1682    1259    1690  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-print-notifications
priya       1682    1259    1695  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-print-notifications
priya       1683    1259    1683  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-rfkill
priya       1683    1259    1686  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-rfkill
priya       1683    1259    1689  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-rfkill
priya       1687    1259    1687  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
priya       1687    1259    1691  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
priya       1687    1259    1700  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
priya       1688    1259    1688  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-sharing
priya       1688    1259    1692  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-sharing
priya       1688    1259    1729  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-sharing
priya       1688    1259    1741  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-sharing
priya       1694    1259    1694  0    5 17:56 ?        00:00:00 /usr/libexec/gsd-smartcard
priya       1694    1259    1703  0    5 17:56 ?        00:00:00 /usr/libexec/gsd-smartcard
priya       1694    1259    1727  0    5 17:56 ?        00:00:00 /usr/libexec/gsd-smartcard
priya       1694    1259    1767  0    5 17:56 ?        00:00:00 /usr/libexec/gsd-smartcard
priya       1694    1259    1781  0    5 17:56 ?        00:00:00 /usr/libexec/gsd-smartcard
priya       1698    1259    1698  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-sound
priya       1698    1259    1708  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-sound
priya       1698    1259    1731  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-sound
priya       1698    1259    1783  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-sound
priya       1702    1259    1702  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-usb-protection
priya       1702    1259    1707  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-usb-protection
priya       1702    1259    1730  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-usb-protection
priya       1702    1259    1782  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-usb-protection
priya       1706    1259    1706  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-wacom
priya       1706    1259    1736  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-wacom
priya       1706    1259    1762  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-wacom
priya       1711    1259    1711  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-wwan
priya       1711    1259    1720  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-wwan
priya       1711    1259    1737  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-wwan
priya       1711    1259    1784  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-wwan
priya       1718    1259    1718  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-xsettings
priya       1718    1259    1739  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-xsettings
priya       1718    1259    1750  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-xsettings
priya       1718    1259    1788  0    4 17:56 ?        00:00:00 /usr/libexec/gsd-xsettings
priya       1733    1520    1733  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
priya       1733    1520    1754  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
priya       1733    1520    1763  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
priya       1735    1259    1735  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-printer
priya       1735    1259    1747  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-printer
priya       1735    1259    1753  0    3 17:56 ?        00:00:00 /usr/libexec/gsd-printer
priya       1744    1556    1744  0    3 17:56 ?        00:00:00 /usr/libexec/ibus-engine-simple
priya       1744    1556    1765  0    3 17:56 ?        00:00:00 /usr/libexec/ibus-engine-simple
priya       1744    1556    1791  0    3 17:56 ?        00:00:00 /usr/libexec/ibus-engine-simple
priya       1749    1520    1749  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
priya       1749    1520    1830  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
priya       1749    1520    1831  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
priya       1749    1520    1832  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
priya       1749    1520    1833  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
priya       1749    1520    1838  0    6 17:56 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
priya       1897    1259    1897  0    3 17:57 ?        00:00:00 /usr/libexec/gvfsd-metadata
priya       1897    1259    1898  0    3 17:57 ?        00:00:00 /usr/libexec/gvfsd-metadata
priya       1897    1259    1899  0    3 17:57 ?        00:00:00 /usr/libexec/gvfsd-metadata
priya       1900    1520    1900  0    4 17:57 ?        00:00:00 update-notifier
priya       1900    1520    1903  0    4 17:57 ?        00:00:00 update-notifier
priya       1900    1520    1904  0    4 17:57 ?        00:00:00 update-notifier
priya       1900    1520    1905  0    4 17:57 ?        00:00:00 update-notifier
priya       6532    1259    6532  2    5 18:18 ?        00:01:40 src/redis-server *:6379
priya       6532    1259    6533  0    5 18:18 ?        00:00:00 src/redis-server *:6379
priya       6532    1259    6534  0    5 18:18 ?        00:00:00 src/redis-server *:6379
priya       6532    1259    6535  0    5 18:18 ?        00:00:00 src/redis-server *:6379
priya       6532    1259    6536  0    5 18:18 ?        00:00:00 src/redis-server *:6379
priya       7732    1279    7732  0    4 18:46 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
priya       7732    1279    7733  0    4 18:46 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
priya       7732    1279    7734  0    4 18:46 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
priya       7732    1279    7738  0    4 18:46 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.3 /org/gtk/gvfs/exec_spaw/1
priya       7745    1279    7745  0    3 18:46 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
priya       7745    1279    7746  0    3 18:46 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
priya       7745    1279    7747  0    3 18:46 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.3 /org/gtk/gvfs/exec_spaw/3
root        7953       2    7953  0    1 18:56 ?        00:00:00 [kworker/u2:2-events_unbound]
priya       7956    1259    7956  1   65 18:57 ?        00:00:37 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7964  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7965  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7974  0   65 18:57 ?        00:00:04 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7975  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7976  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7977  0   65 18:57 ?        00:00:05 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7978  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7981  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7982  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7983  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7986  0   65 18:57 ?        00:00:02 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7987  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7990  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7991  0   65 18:57 ?        00:00:02 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7992  0   65 18:57 ?        00:00:09 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7993  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7994  0   65 18:57 ?        00:00:02 /usr/lib/firefox/firefox -new-window
priya       7956    1259    7999  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8000  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8004  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8005  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8006  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8007  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8009  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8013  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8014  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8017  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8018  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8026  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8027  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8028  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8029  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8030  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8031  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8032  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8037  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8045  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8046  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8047  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8053  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8054  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8055  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8061  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8067  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8068  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8078  0   65 18:57 ?        00:00:02 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8079  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8090  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8097  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8098  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8103  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8106  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8110  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8128  0   65 18:57 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8229  0   65 18:59 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    8549  0   65 19:07 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    9058  0   65 19:29 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    9061  0   65 19:29 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    9076  0   65 19:29 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    9079  0   65 19:29 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    9102  0   65 19:29 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    9130  0   65 19:29 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    9161  0   65 19:30 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       7956    1259    9164  0   65 19:31 ?        00:00:00 /usr/lib/firefox/firefox -new-window
priya       8008    7956    8008  0   18 18:57 ?        00:00:13 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8012  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8015  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8016  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8019  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8021  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8022  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8023  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8024  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8035  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8036  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8039  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8040  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8041  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8042  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8043  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8051  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8008    7956    8059  0   18 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8057  0   17 18:57 ?        00:00:02 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8062  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8063  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8064  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8071  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8072  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8073  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8074  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8075  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8076  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8077  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8081  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8082  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8083  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8084  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8085  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8057    7956    8086  0   17 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 6401 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8100  4   23 18:57 ?        00:01:37 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8104  0   23 18:57 ?        00:00:02 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8108  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8109  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8112  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8113  0   23 18:57 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
priya       8100    7956    8114  0   23 18:57 ?        00:00:01 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 7199 -prefMapSize 231739 -parentBuildID 20210204182252 -appdir /usr/lib/firefox/browser 7956 true tab
